Layout,Scenario,Agent,Start,Goal,StartTime,ScenarioTime,NodeIntervals,EdgeIntervals,GenTime,SearchTime,LookupTime,Path,PathLength,PathUsed,PathOccurrence,PathTraversalTime,PathSafeIntervals,SippSearch,SippLookup
enkhuizen,small,1,t-405B,t-401A,0,<0-620>,140,219,0.05036306381225586,0.000264417,0.000000009,[t-405B;s-121BR;s-125BL;s-131B;t-401B;t-401A],6,11,1.0,95.6835,<0.0-213.974>;<405.428-678.852>;<824.694-1213.53>;<1752.56-2122.75>;<2747.12-3070.5>,0.000256916,0.000000001
enkhuizen,small,1,t-401A,t-EHA,460,<0-620>,140,219,0.002156972885131836,0.000110750,0.000000004,[t-401A;s-131AR;s-125AL;s-123A;t-EHA],5,5,1.0,119.424,<460.0-710.163>;<919.765-1080.58>,0.000115583,0.000000001
enkhuizen,small,2,t-406B,t-402A,200,<0-900>,140,219,0.0020780563354492188,0.000204708,0.000000008,[t-406B;s-121BL;s-125BL;s-131B;t-402B;t-402A],6,10,1.0,119.82,<200.0-414.715>;<562.573-1200.57>;<1391.69-1591.88>;<1738.59-2112.51>;<3571.89-7080.18>,0.000208166,0.000000001
enkhuizen,small,2,t-402A,t-EHA,700,<0-900>,140,219,0.0020112991333007812,0.000161250,0.000000005,[t-402A;s-131AL;s-125AL;s-123A;t-EHA],5,6,0.75,149.55,<700.0-1050.45>;<1368.62-1623.96>;<1817.51-2050.45>,0.000161625,0.000000001
enkhuizen,small,2,t-402A,t-EHA,700,<0-900>,140,219,0.0020112991333007812,0.000161250,0.000000005,[t-402A;s-131AL;s-125AL;s-121A;t-405A;t-405B;s-121BR;s-125BL;s-127BL;t-403B;t-403A;s-127A;s-125AR;s-123A;t-EHA],15,2,0.25,389.189,<2120.7-2134.45>,0.000161625,0.000000001
enkhuizen,small,3,t-EHB,t-401A,1200,<0-2040>,139,219,0.0020999908447265625,0.000047875,0.000000004,[t-EHB;s-123BL;s-125BR;s-131B;t-401B;t-401A],6,2,1.0,109.211,<1200.0-2109.22>,0.000051792,0.000000001
enkhuizen,small,3,t-401A,t-404B,1640,<0-2040>,139,219,0.002092123031616211,0.000070083,0.000000004,[t-401A;s-131AR;s-125AL;s-123A;s-119AL;t-404A;t-404B],7,2,0.6666666666666666,91.4474,<1640.0-2122.92>,0.000072833,0.000000001
enkhuizen,small,3,t-401A,t-404B,1640,<0-2040>,139,219,0.002092123031616211,0.000070083,0.000000004,[t-401A;s-131AR;s-125AL;s-121A;t-405A;t-405B;s-121BR;s-125BL;s-127BL;t-403B;t-403A;s-127A;s-119AR;t-404A;t-404B],15,1,0.3333333333333333,253.289,<2122.92-2148.06>,0.000072833,0.000000001
enkhuizen,small,4,t-403A,t-401A,1775,<0-2920>,138,221,0.0020058155059814453,0.000376875,0.000000009,[t-403A;s-127A;s-119AR;t-407A;t-407B;s-119BR;s-123BR;s-125BR;s-131B;t-401B;t-401A],11,8,0.8,147.305,<1775.0-2165.36>;<2358.23-3013.33>;<3345.99-3373.33>;<3547.63-7052.69>,0.000372500,0.000000001
enkhuizen,small,4,t-403A,t-401A,1775,<0-2920>,138,221,0.0020058155059814453,0.000376875,0.000000009,[t-403A;s-127A;s-125AR;s-121A;t-406A;t-406B;s-121BL;s-125BL;s-131B;t-401B;t-401A],11,2,0.2,159.281,<3513.96-7040.72>,0.000372500,0.000000001
enkhuizen,small,4,t-401A,t-EHA,2640,<0-2920>,138,221,0.002335071563720703,0.000105583,0.000000005,[t-401A;s-131AR;s-125AL;s-123A;t-EHA],5,7,1.0,99.4012,<2640.0-3080.6>;<3378.21-3466.75>;<3679.45-7100.6>,0.000103333,0.000000001
